subtask,de_task,en_task,de_base_acc_pct,de_trans_init_paper_acc_pct,delta_de_trans_init_vs_de_base_pp,en_base_acc_pct,en_sci_acc_pct,delta_en_sci_vs_en_base_pp,de_base_stderr_pct,de_trans_init_paper_stderr_pct,en_base_stderr_pct,en_sci_stderr_pct,de_base_n_samples,de_trans_init_paper_n_samples,en_base_n_samples,en_sci_n_samples
high_school_statistics,global_mmlu_full_de_high_school_statistics,global_mmlu_full_en_high_school_statistics,15.277777777777779,47.22222222222222,31.944444444444443,15.277777777777779,47.22222222222222,31.944444444444443,2.453632602613422,3.40470532865388,2.453632602613422,3.40470532865388,216,216,216,216
high_school_us_history,global_mmlu_full_de_high_school_us_history,global_mmlu_full_en_high_school_us_history,25.0,25.49019607843137,0.4901960784313708,25.0,25.49019607843137,0.4901960784313708,3.039153369274154,3.058759135160425,3.039153369274154,3.058759135160425,204,204,204,204
high_school_world_history,global_mmlu_full_de_high_school_world_history,global_mmlu_full_en_high_school_world_history,27.004219409282697,20.253164556962027,-6.751054852320671,26.582278481012654,20.253164556962027,-6.329113924050628,2.8900721906293425,2.6160568246601463,2.8756799629658336,2.6160568246601463,237,237,237,237
human_aging,global_mmlu_full_de_human_aging,global_mmlu_full_en_human_aging,31.390134529147986,10.762331838565023,-20.62780269058296,30.94170403587444,10.762331838565023,-20.17937219730942,3.1146796482972463,2.0799400082880006,3.1024411740572204,2.0799400082880006,223,223,223,223
human_sexuality,global_mmlu_full_de_human_sexuality,global_mmlu_full_en_human_sexuality,25.954198473282442,28.24427480916031,2.290076335877867,25.954198473282442,28.24427480916031,2.290076335877867,3.8448761397852707,3.9484061257683614,3.8448761397852707,3.9484061257683614,131,131,131,131
international_law,global_mmlu_full_de_international_law,global_mmlu_full_en_international_law,23.96694214876033,14.049586776859504,-9.917355371900827,23.96694214876033,14.049586776859504,-9.917355371900827,3.896878985070417,3.1722334260021587,3.896878985070417,3.1722334260021587,121,121,121,121
jurisprudence,global_mmlu_full_de_jurisprudence,global_mmlu_full_en_jurisprudence,25.925925925925924,20.37037037037037,-5.555555555555554,24.074074074074073,22.22222222222222,-1.8518518518518512,4.236511258094635,3.8935425188248476,4.1331194402438385,4.019107472557348,108,108,108,108
logical_fallacies,global_mmlu_full_de_logical_fallacies,global_mmlu_full_en_logical_fallacies,22.085889570552148,23.31288343558282,1.2269938650306713,22.085889570552148,23.31288343558282,1.2269938650306713,3.2591773927421777,3.32201579577674,3.2591773927421777,3.32201579577674,163,163,163,163
machine_learning,global_mmlu_full_de_machine_learning,global_mmlu_full_en_machine_learning,31.25,16.071428571428573,-15.178571428571427,31.25,16.071428571428573,-15.178571428571427,4.399465057571521,3.48594609647574,4.399465057571521,3.48594609647574,112,112,112,112
management,global_mmlu_full_de_management,global_mmlu_full_en_management,17.475728155339805,37.86407766990291,20.388349514563107,17.475728155339805,37.86407766990291,20.388349514563107,3.760178006026621,4.802694698258972,3.760178006026621,4.802694698258972,103,103,103,103
marketing,global_mmlu_full_de_marketing,global_mmlu_full_en_marketing,29.059829059829063,19.65811965811966,-9.401709401709404,29.059829059829063,19.65811965811966,-9.401709401709404,2.9745048572674055,2.603538609895129,2.9745048572674055,2.603538609895129,234,234,234,234
medical_genetics,global_mmlu_full_de_medical_genetics,global_mmlu_full_en_medical_genetics,30.0,24.0,-6.0,30.0,23.0,-7.0,4.605661864718382,4.292346959909282,4.605661864718382,4.229525846816505,100,100,100,100
miscellaneous,global_mmlu_full_de_miscellaneous,global_mmlu_full_en_miscellaneous,23.754789272030653,20.434227330779056,-3.320561941251597,23.627075351213282,20.434227330779056,-3.1928480204342264,1.5218733046150195,1.44191239809319,1.519047371703751,1.44191239809319,783,783,783,783
moral_disputes,global_mmlu_full_de_moral_disputes,global_mmlu_full_en_moral_disputes,24.85549132947977,21.38728323699422,-3.468208092485547,24.566473988439306,21.38728323699422,-3.179190751445084,2.3267528432100173,2.207570925175718,2.3176298203992007,2.207570925175718,346,346,346,346
moral_scenarios,global_mmlu_full_de_moral_scenarios,global_mmlu_full_en_moral_scenarios,23.798882681564244,27.262569832402235,3.463687150837991,23.798882681564244,27.262569832402235,3.463687150837991,1.4242630070574887,1.4893391735249604,1.4242630070574887,1.4893391735249604,895,895,895,895
nutrition,global_mmlu_full_de_nutrition,global_mmlu_full_en_nutrition,22.54901960784314,29.411764705882355,6.862745098039216,22.22222222222222,29.411764705882355,7.189542483660134,2.3929155517351286,2.6090162504279037,2.3805186524888144,2.6090162504279037,306,306,306,306
philosophy,global_mmlu_full_de_philosophy,global_mmlu_full_en_philosophy,18.64951768488746,24.115755627009648,5.466237942122188,18.64951768488746,24.115755627009648,5.466237942122188,2.212243977248077,2.4296594034763426,2.212243977248077,2.4296594034763426,311,311,311,311
prehistory,global_mmlu_full_de_prehistory,global_mmlu_full_en_prehistory,21.604938271604937,22.530864197530864,0.9259259259259274,21.604938271604937,22.530864197530864,0.9259259259259274,2.2899162918445812,2.3246202647819745,2.289916291844581,2.3246202647819745,324,324,324,324
professional_accounting,global_mmlu_full_de_professional_accounting,global_mmlu_full_en_professional_accounting,23.404255319148938,24.113475177304963,0.7092198581560254,23.404255319148938,24.113475177304963,0.7092198581560254,2.5257861359432408,2.5518731049537755,2.5257861359432408,2.5518731049537755,282,282,282,282
professional_law,global_mmlu_full_de_professional_law,global_mmlu_full_en_professional_law,24.576271186440678,24.445893089960887,-0.1303780964797916,24.51108213820078,24.445893089960887,-0.06518904823989402,1.099615663514269,1.0976425013113897,1.0986307870045506,1.0976425013113897,1534,1534,1534,1534
professional_medicine,global_mmlu_full_de_professional_medicine,global_mmlu_full_en_professional_medicine,18.38235294117647,44.85294117647059,26.470588235294116,18.38235294117647,44.85294117647059,26.470588235294116,2.352924218519311,3.021147960912159,2.352924218519311,3.021147960912159,272,272,272,272
professional_psychology,global_mmlu_full_de_professional_psychology,global_mmlu_full_en_professional_psychology,25.0,21.73202614379085,-3.2679738562091494,25.0,21.73202614379085,-3.2679738562091494,1.7517818845014441,1.6684820929148594,1.7517818845014441,1.6684820929148594,612,612,612,612
public_relations,global_mmlu_full_de_public_relations,global_mmlu_full_en_public_relations,21.818181818181817,22.727272727272727,0.9090909090909101,21.818181818181817,22.727272727272727,0.9090909090909101,3.9559328617958327,4.013964554072775,3.9559328617958327,4.013964554072775,110,110,110,110
security_studies,global_mmlu_full_de_security_studies,global_mmlu_full_en_security_studies,18.775510204081634,40.0,21.224489795918366,18.775510204081634,40.0,21.224489795918366,2.500025603954622,3.1362502409358934,2.500025603954622,3.1362502409358934,245,245,245,245
sociology,global_mmlu_full_de_sociology,global_mmlu_full_en_sociology,24.378109452736318,26.865671641791046,2.487562189054728,22.885572139303484,26.865671641791046,3.980099502487562,3.036049015401465,3.134328358208954,2.9705284056772423,3.134328358208954,201,201,201,201
us_foreign_policy,global_mmlu_full_de_us_foreign_policy,global_mmlu_full_en_us_foreign_policy,28.000000000000004,26.0,-2.0000000000000036,28.000000000000004,26.0,-2.0000000000000036,4.512608598542127,4.4084400227680804,4.512608598542127,4.4084400227680804,100,100,100,100
virology,global_mmlu_full_de_virology,global_mmlu_full_en_virology,28.313253012048197,19.27710843373494,-9.036144578313255,28.313253012048197,19.27710843373494,-9.036144578313255,3.5072954313705185,3.070982405056527,3.5072954313705185,3.070982405056527,166,166,166,166
world_religions,global_mmlu_full_de_world_religions,global_mmlu_full_en_world_religions,32.16374269005848,17.543859649122805,-14.619883040935672,32.16374269005848,17.543859649122805,-14.619883040935672,3.5825294425731222,2.9170885500727683,3.5825294425731222,2.9170885500727683,171,171,171,171
